,fiscalDateEnding,ticker,operatingIncome,ebit,incomeBeforeTax,incomeTaxExpense,netIncome,nonOperatingItems,netInterest
89,2007-03-31,AMZN,145000000,145000000,144000000,33000000,111000000,-19000000.0,-19000000.0
90,2007-06-30,AMZN,116000000,116000000,111000000,33000000,78000000,-19000000.0,-19000000.0
91,2007-09-30,AMZN,123000000,123000000,124000000,44000000,80000000,-19000000.0,-19000000.0
92,2007-12-31,AMZN,271000000,271000000,281000000,74000000,207000000,-20000000.0,-20000000.0
93,2008-03-31,AMZN,198000000,198000000,207000000,62000000,143000000,-22000000.0,-22000000.0
94,2008-06-30,AMZN,217000000,217000000,208000000,46000000,158000000,-21000000.0,-21000000.0
95,2008-09-30,AMZN,154000000,154000000,182000000,59000000,118000000,-17000000.0,-17000000.0
96,2008-12-31,AMZN,273000000,273000000,303000000,80000000,225000000,-11000000.0,-11000000.0
97,2009-03-31,AMZN,244000000,244000000,248000000,69000000,177000000,-12000000.0,-12000000.0
98,2009-06-30,AMZN,159000000,159000000,179000000,39000000,142000000,22000000.0,-7000000.0
99,2009-09-30,AMZN,251000000,251000000,262000000,60000000,199000000,8000000.0,-7000000.0
100,2009-12-31,AMZN,476000000,476000000,471000000,85000000,384000000,-8000000.0,-8000000.0
101,2010-03-31,AMZN,394000000,394000000,401000000,100000000,299000000,5000000.0,-7000000.0
102,2010-06-30,AMZN,270000000,270000000,297000000,88000000,207000000,25000000.0,-9000000.0
103,2010-09-30,AMZN,268000000,268000000,292000000,79000000,231000000,42000000.0,-11000000.0
104,2010-12-31,AMZN,474000000,474000000,506000000,84000000,416000000,27000000.0,-11000000.0
105,2011-03-31,AMZN,322000000,322000000,307000000,89000000,201000000,-32000000.0,-12000000.0
106,2011-06-30,AMZN,201000000,201000000,225000000,49000000,191000000,39000000.0,-15000000.0
107,2011-09-30,AMZN,79000000,79000000,130000000,67000000,63000000,51000000.0,-17000000.0
108,2011-12-31,AMZN,260000000,260000000,273000000,86000000,177000000,3000000.0,-20000000.0
109,2012-03-31,AMZN,192000000,192000000,84000000,43000000,130000000,-19000000.0,-21000000.0
110,2012-06-30,AMZN,107000000,107000000,146000000,109000000,7000000,9000000.0,-21000000.0
111,2012-09-30,AMZN,-28000000,-28000000,-191000000,83000000,-274000000,-163000000.0,-22000000.0
112,2012-12-31,AMZN,405000000,405000000,292000000,194000000,98000000,-114000000.0,-28000000.0
113,2013-03-31,AMZN,181000000,181000000,64000000,18000000,82000000,-117000000.0,-33000000.0
114,2013-06-30,AMZN,79000000,79000000,6000000,13000000,-7000000,-73000000.0,-33000000.0
115,2013-09-30,AMZN,-25000000,-25000000,-53000000,12000000,-41000000,-28000000.0,-36000000.0
116,2013-12-31,AMZN,510000000,510000000,419000000,179000000,240000000,-92000000.0,-39000000.0
117,2014-03-31,AMZN,146000000,146000000,181000000,73000000,108000000,35000000.0,-42000000.0
118,2014-06-30,AMZN,-15000000,-15000000,-32000000,94000000,-126000000,-17000000.0,-45000000.0
119,2014-09-30,AMZN,-544000000,-544000000,-642000000,205000000,-437000000,-98000000.0,-49000000.0
120,2014-12-31,AMZN,590000000,590000000,419000000,205000000,214000000,-172000000.0,-74000000.0
121,2015-03-31,AMZN,255000000,255000000,14000000,71000000,-57000000,-241000000.0,-115000000.0
122,2015-06-30,AMZN,464000000,464000000,358000000,266000000,92000000,-106000000.0,-114000000.0
123,2015-09-30,AMZN,406000000,406000000,240000000,161000000,79000000,-166000000.0,-116000000.0
124,2015-12-31,AMZN,1109000000,1109000000,934000000,452000000,482000000,-175000000.0,-115000000.0
125,2016-03-31,AMZN,1071000000,1071000000,988000000,475000000,513000000,-83000000.0,-117000000.0
126,2016-06-30,AMZN,1285000000,1285000000,1164000000,307000000,857000000,-121000000.0,-116000000.0
127,2016-09-30,AMZN,575000000,575000000,481000000,229000000,252000000,-94000000.0,-118000000.0
128,2016-12-31,AMZN,1255000000,1255000000,1166000000,414000000,749000000,-92000000.0,-133000000.0
129,2017-03-31,AMZN,1005000000,1005000000,953000000,229000000,724000000,-52000000.0,-139000000.0
130,2017-06-30,AMZN,628000000,628000000,664000000,467000000,197000000,36000000.0,-143000000.0
131,2017-09-30,AMZN,347000000,347000000,314000000,58000000,256000000,-33000000.0,-228000000.0
132,2017-12-31,AMZN,2127000000,2127000000,1872000000,16000000,1856000000,-256000000.0,-339000000.0
133,2018-03-31,AMZN,1927000000,1927000000,1916000000,287000000,1629000000,-11000000.0,-330000000.0
134,2018-06-30,AMZN,2983000000,2983000000,2608000000,74000000,2534000000,-375000000.0,-343000000.0
135,2018-09-30,AMZN,3724000000,3724000000,3391000000,508000000,2883000000,-333000000.0,-358000000.0
136,2018-12-31,AMZN,3786000000,3786000000,3350000000,327000000,3027000000,-433000000.0,-387000000.0
137,2019-03-31,AMZN,4420000000,4420000000,4397000000,836000000,3561000000,160000000.0,-183000000.0
138,2019-06-30,AMZN,3084000000,3084000000,2882000000,257000000,2625000000,13000000.0,-168000000.0
139,2019-09-30,AMZN,3020000000,3020000000,2628000000,494000000,2134000000,-305000000.0,-172000000.0
140,2019-12-31,AMZN,3880000000,3880000000,4054000000,787000000,3268000000,386000000.0,-244000000.0
141,2020-03-31,AMZN,3989000000,3989000000,3279000000,744000000,2535000000,-508000000.0,-200000000.0
142,2020-06-30,AMZN,5843000000,5843000000,6227000000,984000000,5243000000,519000000.0,-268000000.0
143,2020-09-30,AMZN,6194000000,6194000000,6900000000,569000000,6331000000,824000000.0,-310000000.0
144,2020-12-31,AMZN,6873000000,6873000000,7765000000,566000000,7222000000,1015000000.0,-314000000.0
145,2021-03-31,AMZN,8865000000,8865000000,10263000000,2156000000,8107000000,1503000000.0,-294000000.0
146,2021-06-30,AMZN,7702000000,7702000000,8646000000,868000000,7778000000,1050000000.0,-329000000.0
147,2021-09-30,AMZN,4852000000,4852000000,4311000000,1155000000,3156000000,-422000000.0,-374000000.0
148,2021-12-31,AMZN,3460000000,3460000000,14934000000,612000000,14323000000,11593000000.0,-364000000.0
149,2022-03-31,AMZN,3669000000,3669000000,-5266000000,-1422000000,-3844000000,-8827000000.0,-364000000.0
150,2022-06-30,AMZN,3317000000,3317000000,-2665000000,637000000,-2028000000,-5823000000.0,-425000000.0
151,2022-09-30,AMZN,2525000000,2525000000,2941000000,69000000,2872000000,693000000.0,-340000000.0
152,2022-12-31,AMZN,2547000000,2547000000,-962000000,-1227000000,278000000,-3241000000.0,-249000000.0
153,2023-03-31,AMZN,4774000000,4774000000,4120000000,948000000,3172000000,-43000000.0,-212000000.0
154,2023-06-30,AMZN,7681000000,7681000000,7554000000,804000000,6750000000,534000000.0,-179000000.0
